Time;Open;High;Low;Close;ATR;VolumeTick;RSI 14;EMA 50;EMA 200;VWAP Mensile;Delta CloseVWAP;
01/04/2020;7571,7;7641,2;7391,5;7639,6;507,18;152611;46,2;8217,36;8197,65;7565,37;74,23;
02/04/2020;7582,8;7676,4;7441,1;7526,9;450,79;143626;44,78;8190,28;8190,98;7553,02;-26,12;
05/04/2020;7840,2;8109,4;7766,7;8074,5;449,47;124442;52,43;8185,74;8189,82;7666,52;407,98;
06/04/2020;8153,8;8313,1;8042,6;8043,6;423,29;162336;51,99;8180,17;8188,36;7749,9;293,7;
07/04/2020;8051,3;8253,6;7992;8217,6;407,02;144970;54,3;8181,64;8188,66;7827,03;390,57;
08/04/2020;8254;8338,2;8115,8;8231,7;374,59;160430;54,5;8183,6;8189,08;7889,48;342,22;
12/04/2020;8130,6;8344,8;8122;8334,9;348,36;118434;55,95;8189,53;8190,53;7935,04;399,86;
13/04/2020;8480,6;8721,3;8427,9;8692;338,38;123714;60,63;8209,24;8195,52;8008,11;683,89;
14/04/2020;8667,8;8684,1;8497,7;8588,5;324,6;141932;58,69;8224,11;8199,43;8065,97;522,53;
15/04/2020;8693;8796,4;8604,2;8762,2;297,63;139650;60,95;8245,21;8205,03;8128,17;634,03;
16/04/2020;8928,8;8958,3;8702,3;8826,3;293,19;137560;61,79;8268;8211,22;8184,63;641,67;
19/04/2020;8802,2;8857,4;8709,1;8727,4;275,85;132894;59,67;8286,02;8216,35;8223,97;503,43;
20/04/2020;8699,5;8719,9;8357,1;8409,3;284,64;154157;53,34;8290,85;8218,27;8238,34;170,96;
21/04/2020;8525,9;8710,6;8505,5;8664,2;279,24;123136;57,25;8305,49;8222,71;8263,18;401,02;
22/04/2020;8673,3;8798;8607,7;8642,4;274,99;130334;56,82;8318,7;8226,88;8285,23;357,17;
23/04/2020;8574,4;8792,2;8554,3;8780,1;275,18;122300;58,95;8336,8;8232,39;8310,84;469,26;
26/04/2020;8866,9;8907,8;8801,1;8837,8;242,69;112710;59,85;8356,44;8238,41;8334,83;502,97;
27/04/2020;8832,3;8956,8;8669;8679;243,93;125558;56,21;8369,09;8242,8;8351,43;327,57;
28/04/2020;8822,4;9025,8;8784,8;8977,8;250,01;125498;61,02;8392,96;8250,11;8380,26;597,54;
29/04/2020;9111,8;9116,7;8917,3;8997,6;248,37;138726;61,32;8416,68;8257,55;8410,14;587,46;
30/04/2020;8773,2;8888,8;8682,8;8724,3;254,94;124365;54,97;8428,74;8262,19;8724,3;0;
03/05/2020;8701,5;8837,9;8629,5;8837,9;242,23;127548;56,96;8444,79;8267,92;8781,82;56,08;
04/05/2020;8876,2;9032;8833,8;8935,2;242,51;125338;58,65;8464,02;8274,56;8832,78;102,42;
05/05/2020;9005,7;9066,6;8946,8;8983,2;237,04;123724;59,5;8484,38;8281,61;8869,93;113,27;
06/05/2020;9047,1;9136,3;9036,1;9097,2;229,69;115032;61,51;8508,41;8289,73;8912,37;184,83;
07/05/2020;9201,7;9226,5;9124,1;9217,9;228,34;108706;63,57;8536,23;8298,96;8958,2;259,7;
10/05/2020;9262,7;9346,7;9126,2;9299,7;217,64;121698;64,95;8566,17;8308,92;9007,3;292,4;
11/05/2020;9257,5;9353;9116,5;9117,7;213,01;126292;59,57;8587,8;8316,97;9021,63;96,07;
12/05/2020;9129,7;9210,8;8887,4;9009,9;222,51;152338;56,58;8604,35;8323,86;9020,04;-10,14;
13/05/2020;8977,9;9095,9;8855,6;9095,4;222,69;154886;58,37;8623,61;8331,54;9029,16;66,24;
14/05/2020;9110,8;9157,6;8933;9156,7;229,61;147706;59,65;8644,52;8339,75;9042,36;114,34;
17/05/2020;9207;9368,7;9203,5;9330,9;224,19;123736;63,12;8671,43;8349,61;9065,37;265,53;
18/05/2020;9408,5;9423;9298;9298,1;208,35;131434;62,03;8696,01;8359,05;9083,55;214,55;
19/05/2020;9336,7;9499,7;9328,7;9484,4;208,51;119558;65,64;8726,93;8370,25;9110,14;374,26;
20/05/2020;9432,7;9513,5;9358,4;9377,4;197,1;124266;62;8752,43;8380,27;9127,38;250,02;
21/05/2020;9283,7;9422;9245,6;9413,8;194,81;118582;62,75;8778,37;8390,55;9143,98;269,82;
24/05/2020;9472,1;9540,3;9448,3;9535,3;189,69;42251;65,24;8808,05;8401,94;9151,9;383,4;
25/05/2020;9594;9605,5;9376,9;9393,8;196,64;119220;60,2;8831,02;8411,81;9164,97;228,83;
26/05/2020;9464,2;9511;9177,8;9439,7;209,5;132177;61,25;8854,89;8422,04;9180,5;259,2;
27/05/2020;9393;9569,4;9323,1;9416,2;217,86;125964;60,37;8876,91;8431,93;9192,54;223,66;
28/05/2020;9426;9572,8;9375,4;9572,8;216,21;131220;64,06;8904,2;8443,28;9211,77;361,03;
31/05/2020;9580,8;9609,4;9483,5;9594,9;208,31;107662;64,56;8931,28;8454,74;9594,9;0;
01/06/2020;9603,6;9673,1;9509,3;9659,3;196,91;108816;66,04;8959,83;8466,73;9627,27;32,03;
02/06/2020;9671;9732,5;9645,8;9702,1;185,94;108832;67,03;8988,94;8479,02;9652,31;49,79;
03/06/2020;9667;9745,2;9576,1;9630,8;181,97;122481;63,7;9014,11;8490,48;9646,42;-15,62;
04/06/2020;9679,5;9847,4;9605,9;9825,9;184,08;122546;68,33;9045,95;8503,77;9684,99;140,91;
07/06/2020;9826,1;9900;9749,5;9900;185,9;112886;69,91;9079,44;8517,66;9720,51;179,49;
08/06/2020;9888,1;10007,3;9813,8;9971,6;185,32;124582;71,38;9114,43;8532,13;9759,24;212,36;
09/06/2020;9990,6;10157,2;9960,2;10098,5;188,31;130140;73,83;9153,02;8547,72;9806,31;292,19;
10/06/2020;9999;9999,4;9585,2;9585,2;212,38;157702;53,77;9169,96;8558,04;9774,48;-189,28;
11/06/2020;9665;9849,4;9496,4;9666,3;228,56;139442;55,81;9189,43;8569,07;9762,27;-95,97;
14/06/2020;9425,4;9810,9;9401,4;9780,7;241,48;129893;58,59;9212,62;8581,12;9764,02;16,68;
15/06/2020;9883,3;10012,4;9798,1;9944,9;234,23;118993;62,26;9241,33;8594,69;9778,53;166,37;
16/06/2020;9987;10059,3;9948,9;9986,1;224,81;116892;63,15;9270,54;8608,54;9793,68;192,42;
17/06/2020;9994,8;10040,1;9936,6;10016,2;218,1;120362;63,81;9299,78;8622,54;9809,24;206,96;
18/06/2020;10063,1;10122,2;9933,5;10006,6;222,59;122816;63,42;9327,5;8636,32;9822,39;184,21;
21/06/2020;9996,6;10131,9;9978,1;10131,9;221,87;111704;66,34;9359,04;8651,2;9840,07;291,83;
22/06/2020;10150;10307,8;10139,7;10209,3;228,24;114735;68,03;9392,39;8666,7;9860,53;348,77;
23/06/2020;10238,7;10243,7;9938,4;9992,3;237,97;141026;59,05;9415,91;8679,89;9868,93;123,37;
24/06/2020;9993,1;10110,1;9899;10108,6;235,8;135128;61,95;9443,08;8694,11;9882,73;225,87;
25/06/2020;10084,9;10130,7;9837,3;9852,2;246,01;133176;53,03;9459,12;8705,63;9881,09;-28,89;
28/06/2020;9857,4;9956,1;9742,6;9955,6;247,44;121204;55,79;9478,59;8718,07;9884,56;71,04;
29/06/2020;9994;10182,1;9950,8;10162;249,89;118669;60,76;9505,39;8732,43;9896,67;265,33;
30/06/2020;10149,6;10322,3;10087,8;10277,5;229,97;116306;63,25;9535,67;8747,81;10277,5;0;
01/07/2020;10325;10432,5;10306,8;10340,8;215,83;116827;64,57;9567,24;8763,66;10309,22;31,58;
02/07/2020;10388,3;10396;10320,2;10339,7;191,99;42698;64,53;9597,54;8779,34;10313,94;25,76;
05/07/2020;10495;10625;10474,5;10606,2;195,82;110640;69,83;9637,09;8797,52;10397,61;208,59;
06/07/2020;10594,7;10704,3;10517,8;10517,8;200,97;119247;66,29;9671,63;8814,64;10425,95;91,85;
07/07/2020;10552,2;10668,6;10524,3;10668,3;204,35;123319;69,16;9710,72;8833,08;10473,46;194,84;
08/07/2020;10674,4;10784,1;10572,1;10749,1;206,01;122659;70,61;9751,44;8852,15;10518,44;230,66;
09/07/2020;10677,9;10842;10638,1;10838,9;209,59;123715;72,17;9794,08;8871,91;10563,73;275,17;
12/07/2020;10908,3;11070,6;10576,1;10596,4;232,35;131346;62,51;9825,55;8889,07;10567,99;28,41;
13/07/2020;10687,9;10701,8;10372,3;10691,9;234,08;150612;64,52;9859,52;8907,01;10584,11;107,79;
14/07/2020;10704,2;10779;10566,5;10698;234,18;134269;64,65;9892,4;8924,83;10595,95;102,05;
15/07/2020;10594,9;10660,1;10490,8;10623,3;228,02;127941;61,66;9921,06;8941,73;10598,42;24,88;
16/07/2020;10593,1;10683,3;10553,3;10646,1;222,06;102656;62,23;9949,5;8958,69;10601,63;44,47;
19/07/2020;10576,4;10973,1;10560,9;10954,6;234,98;99205;69;9988,91;8978,55;10623,23;331,37;
20/07/2020;11050,8;11069,5;10796,5;10830,3;237,73;125848;64,02;10021,91;8996,98;10638,14;192,16;
21/07/2020;10874,1;10911,3;10774,2;10874,3;236,45;124234;64,99;10055,34;9015,66;10653,82;220,48;
22/07/2020;10929;10933,1;10528,6;10583,6;259,93;134688;54,59;10076,05;9031,26;10649,11;-65,51;
23/07/2020;10442,1;10544,1;10316,2;10485,9;258,65;144230;51,6;10092,12;9045,73;10638,16;-152,26;
26/07/2020;10536,5;10690,8;10508,1;10674,6;259,96;115551;56,55;10114,97;9061,94;10640,02;34,58;
27/07/2020;10713,1;10726,6;10526,4;10536,9;263,49;118852;52,34;10131,51;9076,62;10634,88;-97,98;
28/07/2020;10584,2;10696;10576,4;10664;259,71;107757;55,62;10152,39;9092,41;10636,14;27,86;
29/07/2020;10643,9;10738;10513,6;10715,5;261,18;132593;56,92;10174,48;9108,56;10640,15;75,35;
30/07/2020;10920,6;10943,6;10704,1;10905,6;242,96;132765;61,39;10203,15;9126,44;10652,92;252,68;
02/08/2020;10945,3;11084,9;10911,5;11050,7;232,24;110766;64,43;10236,39;9145,59;10971,6;79,1;
03/08/2020;11091,6;11102,7;10994,7;11089,5;224,77;121152;65,22;10269,84;9164,93;11010,77;78,73;
04/08/2020;11136,3;11156;11078,3;11124,4;215,52;105541;65,95;10303,35;9184,43;11036,27;88,13;
05/08/2020;11101,9;11283,1;11062,9;11263,6;221,96;116885;68,77;10341,01;9205,12;11081,53;182,07;
06/08/2020;11211,2;11275;11043;11135,6;209,09;126071;63,56;10372,17;9224,33;11091,09;44,51;
09/08/2020;11121,6;11153,9;10939,1;11086,1;204,94;118835;61,61;10400,17;9242,85;11090,37;-4,27;
10/08/2020;11114,9;11163,6;10853,7;10873;217,28;131243;53,96;10418,71;9259,07;11060,76;-187,76;
11/08/2020;10950,7;11192,1;10942,1;11155,6;211,18;116504;60,9;10447,61;9277,94;11070,99;84,61;
12/08/2020;11126,5;11271,9;11102,6;11172,7;204,17;115464;61,28;10476,04;9296,79;11080,82;91,88;
13/08/2020;11214,5;11223,1;11103,1;11160,1;198,11;117578;60,81;10502,87;9315,34;11087,92;72,18;
16/08/2020;11192,8;11306;11180,6;11291,3;194,23;91419;63,91;10533,79;9335;11101,16;190,14;
17/08/2020;11290,1;11420,3;11274,8;11396,4;193,26;101134;66,21;10567,62;9355,51;11120,99;275,41;
18/08/2020;11407,5;11440,9;11302,8;11324,8;187,09;104716;63,25;10597,31;9375,1;11134,25;190,55;
19/08/2020;11270,5;11499,5;11261,1;11478;187,01;110393;66,68;10631,85;9396,03;11156,31;321,69;
20/08/2020;11507,5;11577,2;11408,7;11561,8;186,24;121378;68,42;10668,31;9417,58;11183,03;378,77;
23/08/2020;11624;11725,5;11532,2;11625;192,34;125057;69,71;10705,83;9439,54;11211,13;413,87;
24/08/2020;11682,3;11722,7;11579,2;11722,5;197,04;117143;71,62;10745,7;9462,26;11239,87;482,63;
25/08/2020;11739,7;11978,7;11729,4;11970,8;199,61;121213;75,82;10793,74;9487,22;11280,05;690,75;
26/08/2020;11974,8;12049,3;11838,9;11930,4;198,06;133290;73,9;10838,32;9511,53;11317,12;613,28;
27/08/2020;11980,5;12021,1;11923,2;11994,4;189,71;127177;74,98;10883,66;9536,23;11352,05;642,35;
30/08/2020;12058,7;12167,6;11990,9;12119,4;180,2;118061;76,98;10932,12;9561,94;11387,11;732,29;
31/08/2020;12192,3;12302,5;12128,7;12301,5;170,49;122832;79,55;10985,82;9589,2;12301,5;0;
01/09/2020;12402,7;12465,2;12173,9;12423,8;179,2;135908;81,07;11042,21;9617,4;12365,74;58,06;
02/09/2020;12370,6;12409,5;11661,2;11784,2;225,1;154165;57,09;11071,31;9638,96;12148,61;-364,41;
03/09/2020;11643,3;11845,3;11145;11627,9;264,7;172208;52,97;11093,13;9658,75;11995,36;-367,46;
06/09/2020;11379,4;11527,9;11373,4;11502,4;272,49;56317;49,85;11109,18;9677,1;11952,08;-449,68;
07/09/2020;11547,1;11552,2;11056,3;11058,7;298,04;165176;40,73;11107,2;9690,84;11769,13;-710,43;
08/09/2020;11120,2;11481,1;11118,5;11394,9;311,19;148109;48,43;11118,49;9707,8;11711,08;-316,18;
09/09/2020;11416,5;11568,2;11091;11151,6;333,24;161323;43,98;11119,78;9722,17;11630,2;-478,6;
10/09/2020;11301,4;11356,8;10941,4;11090,7;349,1;123835;42,92;11118,64;9735,78;11576,32;-485,62;
13/09/2020;11263,7;11362,7;11185,4;11274,9;358,28;127325;47,08;11124,77;9751,1;11548,25;-273,35;
14/09/2020;11319,8;11495,4;11306,4;11437;355,73;118149;50,51;11137,02;9767,87;11539,4;-102,4;
15/09/2020;11482,7;11549;11242,6;11245,5;362,59;126545;46,67;11141,27;9782,58;11516,33;-270,83;
16/09/2020;11060,4;11188,3;10918,5;11088,3;378,95;148609;43,73;11139,19;9795,57;11480,2;-391,9;
17/09/2020;11131,4;11176;10763,3;10933,5;395,81;139371;40,99;11131,13;9806,89;11440,09;-506,59;
20/09/2020;10914,2;10983,4;10676,7;10983;404,64;158951;42,23;11125,32;9818,59;11404,8;-421,8;
21/09/2020;10952,1;11207,5;10916;11184,5;404,65;140945;47,13;11127,64;9832,18;11390,69;-206,19;
22/09/2020;11144,4;11238,3;10804,5;10832,4;381,16;141354;40,65;11116,06;9842,14;11356,98;-524,58;
23/09/2020;10758,1;11028,5;10680,1;10895,6;356,03;156400;42,18;11107,41;9852,62;11328,09;-432,49;
24/09/2020;10925,9;11179,4;10830,8;11149,2;362,75;141545;48;11109,05;9865,52;11318,49;-169,29;
27/09/2020;11219,8;11378,8;11219,3;11363,5;343,73;123456;52,36;11119,03;9880,43;11320,5;43;
28/09/2020;11395;11405,7;11300,6;11323,3;321,06;123232;51,49;11127,04;9894,78;11320,62;2,68;
29/09/2020;11233,9;11536,8;11198,1;11420,5;311,17;139462;53,51;11138,55;9909,96;11325,23;95,27;
30/09/2020;11501,7;11607,4;11471,4;11586,4;294,85;133371;56,81;11156,11;9926,64;11586,4;0;
01/10/2020;11404,4;11481,3;11219,9;11254,4;301,6;153135;49,27;11159,97;9939,86;11408,95;-154,55;
04/10/2020;11335,4;11511,3;11283,4;11511,3;304,2;111707;54,32;11173,75;9955,49;11437,66;73,64;
05/10/2020;11470,8;11538,8;11253,8;11294,8;302,67;124239;49,82;11178,49;9968,82;11403,69;-108,89;
06/10/2020;11347,7;11520,4;11322,8;11497,4;295,43;111385;53,69;11191;9984,03;11420,16;77,24;
07/10/2020;11577,7;11592,1;11504,3;11551,8;272,71;109657;54,7;11205,15;9999,63;11439,57;112,23;
08/10/2020;11572,4;11597,6;11572,4;11589,4;254,08;13094;55,42;11220,22;10015,45;11442,17;147,23;
12/10/2020;12136,1;12189,8;12027,1;12080,9;276,14;179356;63,6;11253,97;10036;11564,57;516,33;
13/10/2020;12178,2;12180,1;11910,6;11984,4;264,41;232198;61,23;11282,61;10055,39;11648,02;336,38;
14/10/2020;11855,2;11927,3;11746,5;11898;256,51;245942;59,1;11306,75;10073,72;11691,5;206,5;
15/10/2020;11901,7;12032,4;11849,4;11849,4;244,69;212641;57,88;11328,03;10091,39;11712,14;137,26;
18/10/2020;11904;11962,4;11606,6;11635,4;253,7;215418;52,72;11340,08;10106,75;11703,16;-67,76;
19/10/2020;11728,8;11803,8;11611,5;11678,4;259,93;230362;53,62;11353,35;10122,39;11700,41;-22,01;
20/10/2020;11729;11790,1;11596,8;11663,1;249,54;234944;53,23;11365,5;10137,72;11696,61;-33,51;
21/10/2020;11636,3;11734,9;11523,2;11659,6;251,31;210826;53,14;11377,03;10152,86;11693,51;-33,91;
22/10/2020;11634,9;11702,7;11564,4;11691,5;235,01;191334;53,94;11389,36;10168,17;11693,37;-1,87;
25/10/2020;11609,2;11708,2;11357,6;11508,1;241,71;215776;48,78;11394,02;10181,51;11679,71;-171,61;
26/10/2020;11544,8;11635,3;11501,8;11601,4;230,89;212784;51,33;11402,15;10195,63;11674,4;-73;
27/10/2020;11551,6;11555,4;11137,1;11137,8;247,94;266686;40,53;11391,78;10205,01;11632,37;-494,57;
28/10/2020;11282,1;11469,3;11156,5;11349,3;264,85;254256;46,1;11390,12;10216,4;11612,7;-263,4;
29/10/2020;11072,8;11292,6;10960,1;11063,7;289,38;269075;40,58;11377,32;10224,83;11575,09;-511,39;
01/11/2020;11066,6;11225,4;10956,4;11024,6;265,71;228806;39,87;11363,48;10232,78;11045,73;-21,13;
02/11/2020;11107;11360,7;11099,5;11287,6;270,46;205946;46,59;11360,51;10243,28;11116,5;171,1;
03/11/2020;11517,8;11848,3;11315;11792,8;293,52;291090;56,62;11377,46;10258,7;11314,37;478,43;
04/11/2020;11928,3;12124,8;11926,9;12108,6;304,16;234222;61,49;11406,13;10277,1;11465,72;642,88;
05/11/2020;11964,8;12106,8;11873,8;12066,8;295,52;231920;60,52;11432,04;10294,91;11561,13;505,67;
08/11/2020;12342,1;12386,9;11944,5;12017,2;313,39;272712;59,32;11454,99;10312,05;11632,87;384,33;
09/11/2020;11818;11878,9;11511,9;11634,6;335,67;284932;50,97;11462,03;10325,21;11633,11;1,49;
10/11/2020;11674,8;11907,6;11583,3;11851,2;343,71;214370;54,85;11477,29;10340,39;11654,05;197,15;
11/11/2020;11854,9;11983,1;11794,2;11812,7;347,33;215140;54,03;11490,45;10355,04;11667,99;144,71;
12/11/2020;11883,8;11940,7;11807,1;11907,5;331,83;189274;55,78;11506,8;10370,49;11685,18;222,32;
15/11/2020;12025,5;12037,8;11856,8;11964,9;335,22;204570;56,85;11524,77;10386,36;11705,31;259,59;
16/11/2020;12020,5;12063;11967,3;12017,5;309,06;179054;57,85;11544,09;10402,59;11723,81;293,69;
17/11/2020;11934,3;12029,9;11914,1;11985,7;293,66;178626;56,99;11561,41;10418,34;11738,43;247,27;
18/11/2020;11894,1;11996,7;11807;11995,1;279,41;179156;57,19;11578,42;10434,03;11752,04;243,06;
19/11/2020;11984,2;12020,8;11947,1;11981,8;265,46;156636;56,78;11594,23;10449,43;11762,22;219,58;
22/11/2020;11952;12002,8;11812,1;11919,1;255,07;177894;54,79;11606,97;10464,05;11769,74;149,36;
23/11/2020;11973;12098,4;11874,9;12077,4;230,99;160960;58,73;11625,42;10480,11;11782,52;294,88;
24/11/2020;12112;12152,6;12079,6;12149,3;212,64;168394;60,42;11645,97;10496,71;11797,8;351,5;
25/11/2020;12199,8;12221,8;12127,9;12154,4;202,58;56518;60,54;11665,91;10513,21;11802,71;351,69;
26/11/2020;12186,4;12308,2;12183,3;12272,6;181,96;111092;63,39;11689,7;10530,71;11815,11;457,49;
29/11/2020;12212,3;12305,6;12087,4;12291,4;161,46;187666;63,83;11713,29;10548,23;11835,44;455,96;
30/11/2020;12382,8;12511,9;12331,3;12466,8;154,04;178938;67,78;11742,84;10567,32;12466,8;0;
01/12/2020;12446,3;12472,9;12314,8;12459,2;151,84;169664;67,44;11770,94;10586,15;12463,1;-3,9;
02/12/2020;12478,6;12539,8;12449,2;12502,6;148,77;151564;68,42;11799,63;10605,22;12475,07;27,53;
03/12/2020;12506,1;12531,3;12447,4;12515,7;141,84;138190;68,73;11827,71;10624,23;12483,87;31,83;
06/12/2020;12516,6;12611,8;12473,5;12580,2;144,71;150020;70,26;11857,22;10643,69;12502,2;78;
